protocol_number,protocol,when_aug_performed,aug_type,config/HP_AUG_PER,Multi_TP,Multi_TN,Multi_FP,Multi_FN,Multi_APCER,Multi_BPCER,Multi_ACER,Multi_EER,Multi_AUC
3,UnKnown_R,BeforeSplit,GenAugSpoofOnly,0.3,12.0,8.0,0.0,2.0,0.14285714285714285,0.0,0.07142857142857142,0.12385620915032684,0.9285714285714285
3,UnKnown_R,BeforeSplit,GenAugSpoofOnly_KF,0.05,13.333333333333334,8.0,0.0,0.6666666666666666,0.047619047619047616,0.0,0.023809523809523808,0.044444444444444425,0.9761904761904763
3,UnKnown_R,BeforeSplit,GenAugSpoofOnly_KF,0.1,13.5,8.0,0.0,0.5,0.03571428571428571,0.0,0.017857142857142856,0.03333333333333332,0.9821428571428571
3,UnKnown_R,BeforeSplit,GenAugSpoofOnly_KF,0.2,13.0,8.0,0.0,1.0,0.07142857142857142,0.0,0.03571428571428571,0.0613562091503268,0.9642857142857143
3,UnKnown_R,BeforeSplit,GenAugSpoofOnly_KF,0.3,13.666666666666666,8.0,0.0,0.3333333333333333,0.023809523809523808,0.0,0.011904761904761904,0.022222222222222213,0.9880952380952381
3,UnKnown_R,BeforeSplit,TradAugSpoofOnly,0.05,13.333333333333334,8.0,0.0,0.6666666666666666,0.047619047619047616,0.0,0.023809523809523808,0.044444444444444425,0.9761904761904763
3,UnKnown_R,BeforeSplit,TradAugSpoofOnly,0.1,13.166666666666666,8.0,0.0,0.8333333333333334,0.059523809523809514,0.0,0.029761904761904757,0.05555555555555553,0.9702380952380952
3,UnKnown_R,BeforeSplit,TradAugSpoofOnly,0.2,13.166666666666666,8.0,0.0,0.8333333333333334,0.059523809523809514,0.0,0.029761904761904757,0.05416666666666666,0.9702380952380952
3,UnKnown_R,BeforeSplit,TradAugSpoofOnly,0.3,12.666666666666666,8.0,0.0,1.3333333333333333,0.09523809523809523,0.0,0.047619047619047616,0.08472222222222224,0.9523809523809524
3,UnKnown_R,None,Baseline,0,13.333333333333334,8.0,0.0,0.6666666666666666,0.047619047619047616,0.0,0.023809523809523808,0.044444444444444425,0.9761904761904763
